,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,SCALED_SCORE
3011,0,1,0,0,360000.0,4,1,1,1,-12845,-2296,1,1,1,0,0,2.0,5.0
3012,1,0,0,0,135000.0,4,4,0,1,-8537,-651,1,1,0,0,8,2.0,5.454545454545454
3013,1,1,0,0,180000.0,4,4,3,5,-8528,-531,1,0,0,0,17,1.0,5.666666666666667
3014,0,0,0,0,135000.0,0,1,2,1,-11712,-4822,1,0,1,1,5,1.0,6.0
3016,0,1,0,1,225000.0,0,1,3,1,-14389,-927,1,0,0,0,17,2.0,5.813953488372093
3018,0,0,0,1,159750.0,0,1,0,1,-9167,-317,1,1,1,0,3,3.0,5.833333333333333
3019,1,1,0,0,135000.0,4,4,0,1,-20043,-682,1,1,1,0,8,2.0,5.0
3020,0,0,0,1,132750.0,4,4,3,1,-9337,-531,1,0,0,0,14,2.0,5.0
3021,1,1,0,0,225000.0,0,4,1,1,-18058,-4031,1,1,0,0,4,2.0,5.0
3022,1,0,0,0,247500.0,4,4,1,1,-17974,-1413,1,0,0,0,4,2.0,5.5
3023,1,1,0,0,180000.0,4,4,2,2,-14349,-317,1,0,0,0,8,1.0,5.0
3024,0,0,0,2,337500.0,4,4,1,1,-10990,-2174,1,0,0,0,3,4.0,5.0
3025,0,1,0,1,180000.0,0,1,0,5,-9704,-592,1,0,0,0,17,3.0,5.875
3026,0,1,0,0,81000.0,4,4,1,1,-19219,-988,1,0,0,0,14,2.0,5.0
3027,1,0,0,0,180000.0,2,4,3,1,-10294,-1992,1,0,0,0,8,1.0,5.04
3028,0,0,0,0,315000.0,2,1,1,1,-21247,-6648,1,0,0,0,3,2.0,5.0
3029,0,1,0,1,135000.0,4,1,0,1,-12827,-623,1,0,0,0,14,3.0,5.0
3030,0,1,0,2,270000.0,4,1,1,1,-13144,-682,1,1,1,0,17,4.0,5.0
3031,1,0,0,0,157500.0,0,4,1,1,-15496,-2570,1,0,0,0,8,2.0,5.607142857142857
3032,1,0,0,0,90000.0,4,4,1,1,-11146,-1413,1,0,0,0,4,2.0,5.833333333333333
3033,0,0,0,0,103500.0,4,4,1,1,-17767,-11062,1,1,0,0,11,2.0,5.0
3034,0,0,0,0,90000.0,4,4,1,1,-10498,-2418,1,1,1,0,17,2.0,5.0
3035,1,1,0,0,90000.0,0,4,1,1,-22766,-227,1,0,0,0,16,2.0,5.2
3036,0,0,0,0,157500.0,4,4,3,1,-14804,-2754,1,0,0,0,8,1.0,5.0
3037,0,0,0,0,90000.0,4,4,2,1,-15300,-4700,1,1,1,1,8,1.0,5.813559322033898
3038,0,0,0,0,97731.0,4,1,3,5,-8795,-927,1,1,0,0,17,1.0,5.7727272727272725
3039,1,0,0,0,180000.0,0,1,3,1,-9488,-1505,1,0,0,0,6,1.0,5.0
3040,0,0,0,0,270000.0,4,4,1,1,-13101,-2204,1,1,1,0,0,2.0,5.631578947368421
3042,0,0,0,0,270000.0,0,1,1,1,-14953,-8109,1,1,1,0,10,2.0,5.0
3043,1,0,0,1,225000.0,0,4,1,1,-12865,-804,1,0,0,0,17,3.0,5.0
3044,0,1,0,1,180000.0,0,1,1,1,-13809,-774,1,0,1,0,0,3.0,5.411764705882353
3045,0,1,0,2,126000.0,4,1,1,1,-9678,-1535,1,0,0,0,3,4.0,6.0
3046,0,0,0,0,112500.0,4,4,1,1,-16120,-5888,1,0,1,0,8,2.0,5.0
3047,0,0,0,0,130500.0,4,4,1,5,-8419,-1323,1,0,0,0,3,2.0,5.0
3048,0,1,0,1,180000.0,4,4,1,1,-14527,-3208,1,0,0,0,8,3.0,4.538461538461538
3049,0,0,0,0,170302.5,0,1,1,1,-16741,-4123,1,1,1,0,0,2.0,5.0
3050,0,0,0,0,135000.0,0,1,1,1,-12256,-4031,1,1,1,1,3,2.0,5.0
3052,1,0,0,0,180000.0,0,1,3,1,-10039,-197,1,0,0,0,3,1.0,4.882352941176471
3053,0,0,0,0,135000.0,4,4,1,1,-19268,-1413,1,0,0,0,8,2.0,5.0
3054,1,0,0,0,157500.0,4,4,1,1,-21677,-5400,1,0,0,0,9,2.0,5.8604651162790695
3055,0,0,0,1,112500.0,2,4,3,1,-15964,-7591,1,0,0,0,3,2.0,5.0
3056,0,1,0,1,247500.0,0,4,3,1,-15090,-6495,1,0,0,0,14,2.0,5.0
3057,1,0,0,0,265581.0,2,1,1,1,-10834,-988,1,0,0,0,3,2.0,5.0
3058,0,0,0,0,306000.0,0,1,1,1,-10707,-1354,1,0,0,0,10,2.0,5.0
3059,0,0,0,1,225000.0,0,4,1,1,-10448,-3392,1,1,1,1,13,3.0,5.0
3060,0,0,0,0,270000.0,0,4,0,1,-15381,-470,1,0,0,0,8,2.0,5.722222222222222
3061,1,0,0,2,382500.0,0,4,1,1,-10919,-378,1,0,0,0,4,4.0,5.0
3063,0,0,0,0,180000.0,0,1,3,5,-8912,-1017,1,0,0,0,17,1.0,5.533333333333333
3065,1,1,0,0,67500.0,4,4,1,1,-22407,-2174,1,0,0,0,8,2.0,5.818181818181818
3067,0,0,0,2,112500.0,0,4,1,1,-11945,-1323,1,0,1,0,17,4.0,5.0
3069,0,0,0,0,270000.0,0,4,2,2,-16999,-1140,1,1,1,0,14,1.0,5.0
3070,1,1,0,2,315000.0,4,4,1,1,-12037,-197,1,0,0,0,8,4.0,4.508474576271187
3071,0,0,0,0,247500.0,2,1,1,1,-11696,-2905,1,0,0,0,3,2.0,5.0
3072,1,1,0,0,360000.0,0,2,1,1,-11171,-2053,1,1,0,0,10,2.0,5.882352941176471
3074,0,0,0,1,112500.0,4,2,1,1,-10526,-2327,1,0,0,0,8,3.0,5.0
3077,1,0,0,0,202500.0,2,1,1,1,-12725,-5006,1,0,0,0,3,2.0,5.0
3078,0,0,0,0,112500.0,4,4,1,1,-8929,-682,1,0,0,0,3,2.0,5.837837837837838
3080,1,1,0,0,315000.0,4,2,0,3,-15558,-4276,1,0,1,0,17,2.0,5.72093023255814
3081,0,0,0,1,180000.0,2,4,3,1,-15517,-2023,1,0,0,0,11,2.0,5.125
3082,0,0,0,0,144000.0,0,4,3,1,-15773,-2509,1,0,0,0,10,1.0,5.416666666666667
3083,0,0,0,0,234000.0,4,1,3,1,-10621,-1931,1,0,0,0,10,1.0,5.787878787878788
3084,1,0,0,1,247500.0,4,1,3,1,-13816,-1870,1,0,0,0,8,2.0,5.384615384615385
3085,1,1,0,1,135000.0,4,4,1,1,-9594,-866,1,0,0,0,8,3.0,5.8
3086,0,0,0,0,202500.0,4,4,0,1,-13657,-439,1,0,0,0,17,2.0,5.791666666666667
3087,1,0,0,0,112500.0,0,4,3,1,-22707,-6771,1,0,0,0,8,1.0,5.0
3088,1,1,0,0,292500.0,4,4,1,1,-18811,-1170,1,0,0,0,8,2.0,5.45
3089,1,1,0,1,247500.0,4,4,1,1,-13086,-1931,1,0,1,0,8,3.0,5.25
3090,0,0,0,0,202500.0,0,1,1,1,-18672,-1505,1,0,1,0,10,2.0,5.0
3091,1,1,0,0,135000.0,4,4,3,1,-12260,-896,1,0,0,0,3,1.0,5.333333333333333
3092,1,1,0,2,171000.0,4,1,1,1,-9979,-957,1,0,0,0,8,4.0,5.5
3093,1,0,0,0,270000.0,4,2,2,4,-17938,-531,1,1,0,0,10,1.0,5.0
3094,0,1,0,1,225000.0,0,1,3,1,-12994,-3088,1,0,0,0,17,2.0,5.0
3095,0,0,0,0,90000.0,4,1,1,1,-19091,-1201,1,0,1,0,17,2.0,5.689655172413793
3096,1,1,0,1,135000.0,4,2,1,1,-13524,-1293,1,0,1,0,17,3.0,5.538461538461538
3097,0,1,0,0,160200.0,2,1,1,1,-14545,-6283,1,1,0,0,10,2.0,5.75
3098,1,1,0,0,191700.0,4,3,1,1,-15473,-6557,1,1,1,0,4,2.0,4.931034482758621
3102,0,0,0,0,225000.0,0,1,1,1,-21630,-2570,1,0,0,0,14,2.0,4.928571428571429
3103,0,0,0,1,135000.0,0,4,0,1,-12873,-197,1,0,0,0,14,3.0,5.75
3105,1,1,0,0,135000.0,4,4,1,1,-18109,-3484,1,0,0,0,4,2.0,5.0
3106,0,0,0,0,180000.0,0,4,1,1,-17935,-4245,1,0,0,0,14,2.0,5.538461538461538
3107,1,0,0,1,135000.0,4,4,1,3,-15520,-2664,1,0,0,0,16,3.0,5.0
3108,0,0,1,0,135000.0,4,4,3,1,-22208,-229,1,0,1,0,17,1.0,5.0
3109,0,0,1,0,76500.0,2,4,1,1,-18686,-6773,1,0,0,0,17,2.0,4.583333333333333
3111,0,1,1,0,135000.0,4,1,1,1,-13127,-3424,1,0,1,0,3,2.0,5.7368421052631575
3112,1,0,1,0,202500.0,0,4,3,4,-18785,-1598,1,0,0,0,17,1.0,5.6
3113,1,0,0,0,135000.0,4,4,3,2,-13727,-321,1,0,1,0,17,1.0,5.826086956521739
3114,1,1,1,0,180000.0,4,4,3,1,-18475,-1782,1,0,0,0,1,1.0,5.0
3115,1,1,1,1,180000.0,0,4,1,1,-15988,-1994,1,0,1,0,6,3.0,5.807692307692308
3117,0,0,1,0,112500.0,0,4,0,1,-8361,-564,1,1,1,0,8,2.0,5.5625
3118,1,0,1,0,253800.0,0,1,1,1,-20660,-3029,1,0,1,0,10,2.0,5.630434782608695
3119,0,0,1,0,225000.0,4,1,4,1,-20538,-5525,1,1,0,0,14,1.0,5.285714285714286
3120,0,0,1,0,103500.0,4,4,1,1,-10396,-564,1,0,0,1,7,2.0,4.5
3121,0,1,0,0,247500.0,0,4,1,1,-15932,-4490,1,0,0,0,6,2.0,5.6923076923076925
3122,0,0,1,1,135000.0,4,1,1,1,-15624,-8172,1,1,1,0,6,3.0,5.764705882352941
3125,0,0,0,0,90000.0,0,4,1,1,-11616,-3029,1,0,0,0,8,2.0,5.590909090909091
3126,1,0,1,0,180000.0,0,4,1,1,-10271,-1629,1,0,0,0,8,2.0,6.0
3128,1,1,1,1,270000.0,4,4,1,1,-12334,-349,1,0,0,0,17,3.0,5.68
3129,0,0,1,2,90000.0,4,1,1,1,-12496,-597,1,0,0,0,17,4.0,5.8125
3130,0,0,0,0,180000.0,4,4,3,5,-19047,-2454,1,0,0,0,8,1.0,5.807692307692308
3132,0,0,1,1,180000.0,4,4,3,2,-10740,-1298,1,0,0,0,8,2.0,5.0
3133,0,0,1,0,270000.0,0,4,3,1,-16940,-1966,1,0,0,0,1,1.0,5.0
3134,0,0,1,0,270000.0,4,1,1,1,-16631,-1724,1,0,0,0,14,2.0,5.0
3135,0,0,1,0,180000.0,0,4,0,1,-13812,-1114,1,0,0,0,8,2.0,5.615384615384615
3136,0,0,1,0,180000.0,4,4,2,1,-15358,-779,1,0,0,0,2,1.0,5.0
3137,0,0,1,2,180000.0,0,4,1,1,-10454,-505,1,0,0,1,6,4.0,5.75
3139,0,0,1,0,252000.0,2,1,4,1,-16751,-8175,1,0,0,0,10,1.0,5.483870967741935
3140,1,0,1,0,225000.0,4,4,0,1,-10570,-1175,1,0,0,0,10,2.0,5.585365853658536
3142,1,1,1,0,225000.0,0,1,3,1,-11728,-932,1,0,0,1,17,1.0,5.25
3143,0,0,0,1,180000.0,2,4,1,2,-16471,-293,1,1,1,0,8,3.0,5.9
3144,1,0,1,2,135000.0,0,4,1,1,-13353,-567,1,0,0,0,17,4.0,5.913043478260869
3145,1,1,1,2,166500.0,4,4,1,1,-15883,-2697,1,1,0,1,10,4.0,5.0
3146,1,1,1,0,112500.0,4,4,1,1,-12733,-3185,1,1,0,0,4,2.0,5.902439024390244
3147,0,0,1,0,81000.0,4,4,3,1,-19210,-2454,1,0,1,0,17,1.0,5.0
3148,1,1,1,1,180000.0,4,1,1,1,-8362,-352,1,0,0,0,4,3.0,5.4
3149,0,0,1,0,117000.0,4,4,1,1,-17189,-4523,1,0,0,0,10,2.0,5.0
3150,0,0,1,0,180000.0,4,4,3,1,-14534,-1054,1,0,1,0,6,1.0,5.333333333333333
3151,0,1,1,1,90000.0,4,4,1,1,-14420,-3550,1,0,0,0,10,3.0,5.703703703703703
3152,0,0,1,0,180000.0,0,4,3,1,-13674,-1114,1,0,0,0,1,1.0,5.742857142857143
3153,0,0,1,0,225000.0,4,4,1,1,-19984,-3915,1,0,0,0,1,2.0,5.555555555555555
3154,0,0,1,0,45000.0,0,4,1,1,-15724,-1389,1,1,1,0,14,2.0,5.0
3155,0,0,1,2,270000.0,4,4,1,1,-14197,-1389,1,0,0,0,14,4.0,6.0
3156,0,0,1,0,94500.0,0,2,1,1,-13870,-3458,1,1,1,0,14,2.0,5.842105263157895
3157,1,0,1,0,337500.0,4,4,1,1,-20562,-2178,1,0,0,0,4,2.0,5.294117647058823
3161,1,1,1,1,382500.0,4,1,1,1,-16269,-2728,1,0,0,0,10,3.0,5.4
3162,1,0,0,0,180000.0,4,4,2,2,-17470,-8298,1,0,0,0,8,1.0,5.666666666666667
3163,1,1,1,0,139500.0,0,1,1,1,-8723,-263,1,1,0,0,10,2.0,5.0
3164,0,0,1,1,225000.0,4,4,2,1,-14077,-3792,1,0,0,0,17,2.0,5.0
3165,1,0,0,0,270000.0,0,4,1,1,-13650,-3945,1,0,0,0,8,2.0,5.184210526315789
3167,1,1,1,0,247500.0,4,4,2,1,-21222,-3154,1,0,0,0,4,1.0,6.0
3169,1,1,1,0,270000.0,4,4,3,1,-17259,-1420,1,0,0,0,4,1.0,5.0
3171,1,1,1,0,135000.0,0,4,1,1,-9984,-2606,1,0,0,0,8,2.0,5.0
3172,0,0,1,1,157500.0,0,1,0,1,-15218,-2150,1,0,0,0,10,3.0,5.0
3173,1,1,1,1,360000.0,4,4,1,1,-16521,-1359,1,0,1,0,8,3.0,5.0
3174,0,0,1,0,112500.0,4,4,1,1,-19304,-1601,1,0,0,0,14,2.0,5.0
3175,1,1,1,0,225000.0,4,4,1,1,-15088,-2759,1,0,0,0,8,2.0,5.0
3178,0,1,1,0,90000.0,4,4,1,1,-14017,-2850,1,0,0,0,10,2.0,5.0
3179,0,1,1,0,157500.0,4,2,1,1,-9389,-1632,1,1,1,0,17,2.0,5.0
3180,0,0,1,0,180000.0,4,3,1,1,-16551,-5041,1,0,0,0,1,2.0,5.0
3181,0,0,0,0,157500.0,4,4,3,1,-19200,-11951,1,0,0,0,11,1.0,5.0
3183,0,1,1,0,90000.0,4,4,1,1,-14867,-475,1,1,1,0,14,2.0,5.0
3187,0,0,1,0,148500.0,4,4,1,1,-12279,-1844,1,1,0,0,8,2.0,5.0
3190,0,0,1,0,193500.0,2,4,1,3,-22168,-10155,1,0,0,0,2,2.0,5.5
3191,1,0,1,1,270000.0,4,4,1,1,-11842,-232,1,0,0,0,2,3.0,5.653846153846154
3193,0,0,0,0,175500.0,4,4,3,1,-18643,-658,1,0,0,0,6,1.0,5.0
3194,1,0,1,1,180000.0,4,4,1,1,-13706,-932,1,0,1,0,8,3.0,5.7
3197,1,1,1,0,315000.0,4,1,1,1,-14513,-597,1,0,0,0,4,2.0,5.0
3200,1,1,0,1,270000.0,0,4,0,1,-13534,-1420,1,0,0,0,17,3.0,5.846153846153846
3201,1,1,1,1,234000.0,4,4,1,1,-11511,-3611,1,0,0,0,6,3.0,5.7
3202,1,0,1,1,126000.0,4,4,0,1,-12301,-140,1,0,1,0,17,3.0,5.0
3203,1,1,1,0,225000.0,0,4,1,1,-16984,-1267,1,0,0,0,4,2.0,5.0
3204,0,0,1,1,126000.0,4,4,1,1,-12140,-779,1,0,0,0,3,3.0,4.727272727272728
3205,0,0,1,1,90000.0,4,1,3,1,-16154,-2178,1,0,0,0,3,2.0,5.961538461538462
3207,0,1,1,0,157500.0,4,4,1,1,-16712,-2393,1,0,0,0,3,2.0,5.4375
3209,0,0,1,0,67500.0,4,4,1,1,-18296,-4401,1,0,0,0,1,2.0,5.0
3210,0,0,0,0,135000.0,4,4,3,5,-20027,-2697,1,0,0,0,1,1.0,5.875
3211,1,0,0,2,157500.0,4,1,1,1,-11811,-4676,1,0,0,0,8,4.0,5.8
3212,0,0,1,0,315000.0,4,1,1,1,-15527,-3792,1,1,1,0,0,2.0,5.512195121951219
3213,0,0,1,1,112500.0,4,4,3,1,-9383,-689,1,0,0,0,6,2.0,5.0
3216,0,0,1,0,157500.0,0,4,1,1,-20193,-3154,1,0,0,0,14,2.0,5.0
3217,0,0,1,1,157500.0,0,2,0,1,-13025,-3124,1,1,0,0,10,3.0,5.852459016393443
3218,0,0,1,0,112500.0,4,4,1,1,-20579,-3032,1,1,1,0,8,2.0,5.0
3220,1,0,1,0,135000.0,4,4,1,1,-19785,-1571,1,0,0,0,8,2.0,6.0
3221,0,0,1,0,121500.0,4,3,1,1,-18423,-10794,1,0,0,0,17,2.0,5.6923076923076925
3222,1,1,1,0,121500.0,4,4,1,1,-17418,-8022,1,1,0,0,10,2.0,5.948717948717949
3223,1,1,1,2,270000.0,4,4,0,1,-14477,-293,1,1,1,0,4,4.0,5.0
3224,1,0,1,1,270000.0,0,4,1,1,-14538,-5803,1,0,0,0,8,3.0,5.0
3225,1,0,0,0,184500.0,0,4,0,5,-8262,-171,1,0,0,0,17,2.0,5.0
3226,1,1,1,0,126000.0,4,4,1,1,-19286,-3489,1,1,0,0,16,2.0,5.897435897435898
3227,0,1,1,0,180000.0,0,4,1,1,-18667,-2150,1,1,0,0,10,2.0,5.0
3228,1,0,1,1,135000.0,4,4,1,1,-17152,-1359,1,0,0,0,4,3.0,5.4
3232,1,1,1,0,202500.0,4,4,1,1,-15556,-2331,1,0,1,0,4,2.0,4.875
3233,1,0,1,0,148500.0,4,4,1,1,-11963,-3246,1,0,0,0,8,2.0,5.133333333333334
3236,1,1,0,0,157500.0,4,4,1,1,-16588,-3001,1,0,0,0,8,2.0,5.0
3237,1,1,1,2,90000.0,4,1,1,1,-16461,-809,1,0,0,0,16,4.0,5.4375
3238,0,0,0,1,67500.0,4,4,1,1,-16207,-870,1,0,0,0,17,3.0,5.153846153846154
3239,1,0,0,1,135000.0,4,4,1,1,-20233,-1298,1,0,0,0,4,3.0,5.0
3242,0,0,1,1,126000.0,4,4,1,1,-13536,-3580,1,0,0,0,17,3.0,5.0
3244,1,1,1,0,180000.0,4,4,1,1,-13194,-809,1,0,0,0,4,2.0,5.0
3245,0,0,0,1,135000.0,4,4,1,1,-17708,-1571,1,0,0,0,17,3.0,5.0
3246,1,1,0,0,103500.0,0,4,1,2,-8704,-352,1,1,0,0,9,2.0,5.76
3247,0,1,1,0,247500.0,0,4,1,1,-17958,-2515,1,0,0,0,4,2.0,5.222222222222222
3248,0,1,1,0,112500.0,4,4,1,1,-11028,-1328,1,0,1,0,2,2.0,4.5
3249,0,1,0,0,225000.0,4,4,1,1,-18362,-110,1,0,0,0,8,2.0,5.7560975609756095
3250,0,0,1,0,171000.0,0,4,1,1,-20103,-2697,1,0,0,0,1,2.0,5.0
3251,0,0,1,0,238500.0,4,1,1,1,-20517,-2971,1,1,1,0,14,2.0,5.842105263157895
3252,0,0,1,2,135000.0,0,4,1,1,-13255,-2058,1,0,0,0,17,4.0,5.466666666666667
3253,0,0,1,0,135000.0,0,4,1,1,-11084,-2697,1,0,0,0,10,2.0,5.866666666666666
3254,0,1,1,0,180000.0,4,4,3,1,-13926,-3062,1,0,0,0,8,1.0,5.8
3255,0,0,1,0,157500.0,4,4,0,1,-20703,-110,1,1,1,0,8,2.0,5.75
3256,1,1,1,2,247500.0,4,2,1,1,-13102,-962,1,0,0,0,4,4.0,5.0
3257,0,0,1,0,135000.0,4,4,0,1,-16300,-9698,1,0,0,1,10,2.0,5.883720930232558
3258,1,0,1,0,157500.0,0,1,1,1,-22120,-2250,1,0,0,0,6,2.0,5.886363636363637
3259,0,1,1,0,180000.0,4,1,1,1,-20720,-7090,1,0,1,0,8,2.0,5.2727272727272725
3260,1,0,1,0,292500.0,0,4,3,1,-8133,-212,1,0,0,0,8,1.0,5.5625
3261,1,1,1,0,157500.0,4,4,1,1,-19242,-546,1,0,0,0,8,2.0,4.75
3262,0,0,1,0,112500.0,4,4,1,1,-14072,-699,1,0,0,0,12,2.0,4.5
3263,0,0,1,0,81000.0,0,4,3,5,-8877,-303,1,0,0,0,3,1.0,5.722222222222222
3266,1,1,0,1,247500.0,4,4,0,1,-14750,-89,1,0,0,0,4,3.0,5.935483870967742
3268,1,1,1,0,112500.0,4,4,3,1,-9312,-2129,1,0,0,0,0,1.0,5.166666666666667
3270,1,1,1,0,369000.0,4,4,1,1,-16981,-1246,1,0,0,0,4,2.0,5.0
3271,1,0,1,0,112500.0,4,4,1,1,-18516,-2129,1,1,1,0,9,2.0,5.0
3273,0,0,1,0,157500.0,2,4,1,1,-18333,-7213,1,0,0,0,11,2.0,4.911764705882353
3275,0,1,0,1,112500.0,0,4,1,3,-14499,-2860,1,0,0,0,0,3.0,5.0
3276,1,1,1,0,292500.0,0,1,1,1,-21886,-3649,1,0,0,0,10,2.0,5.0
3277,0,1,1,0,225000.0,0,4,1,2,-14597,-3346,1,0,0,0,12,2.0,5.717391304347826
3278,0,0,1,0,112500.0,4,4,1,1,-14762,-2464,1,0,1,0,10,2.0,4.96
3280,1,1,0,1,157500.0,4,4,2,1,-14926,-1489,1,0,0,0,16,2.0,5.456140350877193
3281,0,0,1,0,67500.0,4,4,3,1,-9062,-1155,1,0,0,0,8,1.0,5.0
3282,1,1,1,1,252000.0,4,2,1,1,-11440,-668,1,0,1,0,17,3.0,5.814814814814815
3283,1,1,1,0,135000.0,4,4,1,1,-21065,-1458,1,0,1,0,8,2.0,5.0
3284,1,1,1,1,193500.0,4,4,1,1,-10439,-2250,1,1,0,0,3,3.0,5.6923076923076925
3285,0,0,1,2,157500.0,0,1,1,1,-12135,-1216,1,0,0,0,6,4.0,5.0
3287,0,0,1,1,117000.0,4,3,4,1,-17633,-3072,1,0,1,0,17,2.0,5.0
3288,0,0,1,0,270000.0,4,4,1,2,-21088,-8855,1,0,0,0,8,2.0,5.0
3289,0,0,1,0,112500.0,4,4,1,2,-20589,-3680,1,0,0,0,17,2.0,5.0
3290,0,0,1,1,112500.0,4,4,2,1,-14926,-424,1,0,0,0,14,2.0,6.0
3292,1,0,0,0,360000.0,0,1,1,1,-20354,-1823,1,0,1,0,10,2.0,5.0
3293,0,0,1,2,360000.0,0,4,3,1,-13576,-3560,1,0,0,0,14,3.0,5.67741935483871
3295,0,1,0,1,45000.0,4,4,1,1,-10893,-4230,1,0,0,0,8,3.0,5.846153846153846
3296,0,1,1,0,225000.0,0,4,3,1,-12075,-1430,1,0,1,0,6,1.0,5.0
3297,1,1,1,1,225000.0,4,4,1,1,-16175,-2371,1,0,0,0,4,3.0,5.0
3298,0,0,1,0,180000.0,4,4,1,1,-17445,-2493,1,0,0,0,5,2.0,5.3
3299,0,0,1,0,112500.0,4,4,1,1,-10202,-273,1,0,0,0,17,2.0,5.166666666666667
3300,0,0,1,0,193500.0,4,4,1,2,-17880,-9858,1,0,0,0,2,2.0,5.9523809523809526
3301,0,0,1,0,225000.0,4,1,1,1,-13767,-1093,1,0,0,0,10,2.0,5.0
3302,1,0,1,1,135000.0,4,4,2,1,-16728,-880,1,0,0,0,8,2.0,5.0
3303,0,1,0,2,157500.0,0,2,1,1,-12857,-1399,1,0,0,1,17,4.0,5.0
3304,0,1,1,1,225000.0,4,1,2,1,-14816,-1672,1,0,0,0,3,2.0,5.0
3305,0,0,1,0,103500.0,2,4,4,1,-17873,-8460,1,0,1,0,3,1.0,5.0
3306,0,0,1,0,360000.0,2,1,1,1,-16182,-3163,1,0,1,0,10,2.0,6.0
3307,0,0,0,0,135000.0,4,1,3,1,-12071,-637,1,1,0,0,17,1.0,5.0
3308,0,0,1,1,135000.0,0,1,1,1,-10182,-971,1,0,0,0,14,3.0,5.0
3309,0,0,1,1,135000.0,4,1,1,1,-13438,-3679,1,0,0,0,17,3.0,4.826086956521739
3310,0,1,1,0,157500.0,0,4,4,1,-19487,-3255,1,0,1,0,8,1.0,5.764705882352941
3311,0,1,1,0,225000.0,4,1,1,1,-16601,-2859,1,0,0,0,17,2.0,5.809523809523809
3312,1,0,0,0,180000.0,4,1,1,1,-14972,-1063,1,0,0,0,3,2.0,4.72093023255814
3313,1,1,1,0,135000.0,4,4,1,1,-14521,-4351,1,0,1,0,8,2.0,5.777777777777778
3314,1,1,1,0,180000.0,4,2,3,1,-10789,-1702,1,0,0,0,8,1.0,5.0
3315,0,0,1,0,112500.0,2,4,1,1,-18794,-6358,1,0,0,0,6,2.0,5.0
3316,1,1,0,0,184500.0,4,4,1,2,-18013,-1215,1,0,0,0,8,2.0,5.25
3317,1,1,1,2,121500.0,4,4,1,1,-10991,-637,1,0,0,0,8,4.0,5.853658536585366
3318,0,0,0,1,157500.0,4,1,1,1,-13167,-1641,1,0,0,0,14,3.0,5.0
3319,0,0,1,0,337500.0,2,1,3,1,-15835,-392,1,1,1,0,10,1.0,5.342105263157895
3320,1,1,1,1,157500.0,4,4,1,1,-11627,-2128,1,0,0,0,17,3.0,5.0
3321,1,0,1,0,112500.0,0,4,0,1,-9905,-2493,1,0,0,0,8,2.0,5.0
3322,0,1,1,2,157500.0,0,1,1,1,-15801,-576,1,0,0,0,10,4.0,4.956521739130435
3323,0,0,1,0,90000.0,2,4,2,1,-14271,-302,1,0,0,0,17,1.0,5.930232558139535
3324,0,1,0,0,225000.0,4,1,0,1,-14438,-2433,1,0,0,0,10,2.0,5.730769230769231
3325,0,0,0,0,270000.0,4,4,1,1,-18307,-8794,1,1,1,0,4,2.0,5.0
3327,0,0,0,0,292500.0,0,1,1,1,-17870,-880,1,0,1,0,0,2.0,5.824561403508772
3329,0,0,0,0,135000.0,4,4,1,1,-10666,-1093,1,1,0,0,17,2.0,5.761904761904762
3330,0,0,0,2,85500.0,0,1,1,1,-13708,-4625,1,0,1,0,6,4.0,5.0
3331,0,0,0,0,270000.0,2,1,1,1,-13266,-2341,1,1,1,0,3,2.0,5.9
3332,1,1,0,0,202500.0,4,4,3,1,-11392,-758,1,1,1,0,10,1.0,5.0
3333,0,1,0,0,337500.0,4,4,3,1,-9766,-303,1,1,0,1,17,1.0,5.7
3334,1,1,0,0,162000.0,4,4,2,1,-15973,-3590,1,1,1,0,17,1.0,5.0
3335,0,1,0,0,108000.0,4,4,1,5,-12249,-3195,1,1,0,0,17,2.0,5.333333333333333
3336,0,1,0,0,76500.0,4,4,1,1,-16099,-181,1,1,0,0,3,2.0,5.25
3339,0,1,0,0,292500.0,0,4,1,1,-19939,-6298,1,1,0,0,10,2.0,6.0
3340,1,0,0,0,112500.0,4,4,1,1,-12195,-2007,1,0,0,0,8,2.0,5.911764705882353
3341,0,0,0,0,202500.0,4,4,1,3,-19760,-2099,1,0,0,0,1,2.0,5.981481481481482
3342,0,0,0,0,180000.0,4,4,1,1,-17701,-10773,1,0,0,0,11,2.0,5.307692307692308
3343,0,0,0,1,81000.0,4,4,1,1,-14290,-1308,1,0,1,0,2,3.0,4.75
3344,1,1,0,1,112500.0,4,4,1,4,-11583,-3407,1,1,0,0,8,3.0,5.0
3345,1,0,0,0,270000.0,4,2,1,1,-14279,-2160,1,0,1,0,4,2.0,5.038461538461538
3347,1,0,0,1,157500.0,4,4,1,1,-16424,-1458,1,0,0,0,4,3.0,5.3
3348,1,1,0,0,270000.0,4,1,1,1,-10292,-3529,1,1,0,0,8,2.0,5.827586206896552
3349,0,0,0,0,135000.0,4,4,1,1,-17143,-5507,1,0,1,0,17,2.0,5.0
